sid,altsid,family,sid,genus,species,gid,scientificname,itistsn,commonname,othernames,familynumber,native,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl,matuage,longevity,fecundity,serial,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,season,a_1_1,a_1_2,a_1_3a,a_1_3b,a_1_3c,a_1_4,a_1_5,a_1_6,a_2_3a,a_2_3b,a_2_3c,a_2_4a,a_2_4c,b_1_3a,b_1_4,b_2_2,b_2_3a,b_2_3b,b_2_4,b_2_5,b_2_6,b_2_7a,b_2_7b,b_2_7c,c1_3_4_c2_4,euryhaline,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,preflot,preflen,largeriv,smallriv,creek,sprgsubt,lacustrine,potanadr,lowland,upland,montane,slowcurr,modcurr,fastcurr,listed,reason,list1,list2,list3,list4,list5,extinct
Asapidis,Asapidis,Clupeida,Asapidis,Alosa,sapidissima,Alosa,Alosa sapidissima,161702,American Shad,,97,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,76,4,7,500000,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,O
Aalabama,Aalabama,Clupeida,Aalabama,Alosa,alabamae,Alosa,Alosa alabamae,161705,Alabama shad,,97,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51,4,6,250000,TRUE,0,0.5,1,1,0.5,0,0,0,0,0,0,0,2.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.6,33.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE,FALSE,O
Achrysoc,Achrysoc,Clupeida,Achrysoc,Alosa,chrysochloris,Alosa,Alosa chrysochloris,161707,skipjack herring,,97,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,50,2.5,4,300000,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-2,33.2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cbatrach,Cbatrach,Clariida,Cbatrach,Clarias,batrachus,Clarias,Clarias batrachus,164120,walking catfish,,152,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,47,1,8,13400,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Cmeeki,Cmeeki,Cichlida,Cmeeki,Cichlasoma,meeki,Cichlaso,Cichlasoma meeki,169786,firemouth,,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17,,,,FALSE,0,1,1,1,1,1,1,1,1,0,0,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,,,,,TRUE,FALSE,FALSE,,,,,,,,O
Cseverum,Cseverum,Cichlida,Cseverum,Cichlasoma,severum,Cichlaso,Cichlasoma severum,169781,banded cichlid,,409,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,TRUE,-1,-1,,,,,,,,TRUE,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,TRUE,,TRUE,FALSE,FALSE,,,,,,,,O
Oaureus,Oaureus,Cichlida,Oaureus,Oreochromis,aureus,Oreochro,Oreochromis aureus,553308,blue tilapia,,409,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,45.7,1,6,1800,TRUE,0,0,0,1,1,1,1,1,1,1,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Tmariae,Tmariae,Cichlida,Tmariae,Tilapia,mariae,Tilapia,Tilapia mariae,169811,spotted tilapia,,409,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,39.4,1,8,2000,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,O
Cbimacul,Cbimacul,Cichlida,Cbimacul,Cichlasoma,bimaculatum,Cichlaso,Cichlasoma bimaculatum,169775,black acara,,409,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,3,20,1000,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,O
Tzillii,Tzillii,Cichlida,Tzillii,Tilapia,zillii,Tilapia,Tilapia zillii,169813,redbelly tilapia,,409,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,2,7,4600,,1,1,1,1,1,1,1,1,1,1,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,O
Smelanot,Smelanot,Cichlida,Smelanot,Sarotherodon,melanotheron,Sarother,Sarotherodon melanotheron,553311,blackchin tilapia,,409,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,,,400,TRUE,0,0,1,1,1,1,1,1,1,1,1,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Tbifrena,Tbifrena,Cichlida,Tbifrena,Telmatochromis,bifrenatus,Telmatoc,Telmatochromis bifrenatus,170032,dward cichlid,biff,409,FALSE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
Curophth,Curophth,Cichlida,Curophth,Cichlasoma,urophthalmus,Cichlaso,Cichlasoma urophthalmus,169802,Mayan cichlid,,409,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,1,7,6323,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,O
Onilotic,Onilotic,Cichlida,Onilotic,Oreochromis,niloticus,Oreochro,Oreochromis niloticus,553310,Nile tilapia,,409,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,1,9,7000,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,12,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,TRUE,-1,-1,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,O
Ccitrine,Ccitrine,Cichlida,Ccitrine,Cichlasoma,citrinellum,Cichlaso,Cichlasoma citrinellum,201999,midas cichlid,,409,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,24.4,,,5000,,0,0,1,1,1,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,TRUE,FALSE,,,,,,,,,,,,,,O
Gsurinam,Gsurinam,Cichlida,Gsurinam,Geophagus,surinamensis,Geophagu,Geophagus surinamensis,169919,redstriped eartheater,,409,FALSE,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,O
Cnigrofa,Cnigrofa,Cichlida,Cnigrofa,Cichlasoma,nigrofasciatum,Cichlaso,Cichlasoma nigrofasciatum,169777,convict cichlid,,409,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,,,30,TRUE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,,O
Coctofas,Coctofas,Cichlida,Coctofas,Cichlasoma,octofasciatum,Cichlaso,Cichlasoma octofasciatum,169779,Jack Dempsey,,409,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,25,,,800,TRUE,0,0,1,1,1,0,0,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,TRUE,TRUE,FALSE,,,,,,,,,,,O
Cocellar,Cocellar,Cichlida,Cocellar,Cichlasoma,ocellaris,Cichlaso,Cichlasoma ocellaris,169857,butterfly peacock bass,"eyespot cichlid, eyespot bass",409,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,74,1,6,50000,TRUE,0,0,0,1,1,1,1,1,1,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,O
Omossamb,Omossamb,Cichlida,Omossamb,Oreochromis,mossambicus,Oreochro,Oreochromis mossambicus,170015,Mozambique tilapia,,409,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,39,0.6,11,1800,FALSE,0,0,0,1,1,1,1,1,1,1,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,O
Hletourn,Hletourn,Cichlida,Hletourn,Hemichromis,letourneuxi,Hemichro,Hemichromis letourneuxi,553306,African jewelfish,,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,TRUE,-1,-1,TRUE,,,,,,,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Tbuttiko,Tbuttiko,Cichlida,Tbuttiko,Tilapia,buttikoferi,Tilapia,Tilapia buttikoferi,648956,zebra tilapia,,409,FALSE,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
Cmanague,Cmanague,Cichlida,Cmanague,Cichlasoma,managuense,Cichlaso,Cichlasoma managuense,169784,jaguar guapote,,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,55,,,5000,FALSE,0,0,1,1,1,1,1,0,0,1,1,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,,,,,,O
Ccyanogu,Hcyanogu,Cichlida,Ccyanogu,Cichlasoma,cyanoguttatum,Cichlaso,Cichlasoma cyanoguttatum,169776,Rio Grande cichlid,,409,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,1,8,4000,TRUE,0,0,1,1,1,1,1,1,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,36.9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ourolepi,Ourolepi,Cichlida,Ourolepi,Oreochromis,urolepis,Oreochro,Oreochromis urolepis,170018,Wami tilapia,,409,FALSE,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,TRUE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,O
Aocellat,Aocellat,Cichlida,Aocellat,Astronotus,ocellatus,Astronot,Astronotus ocellatus,169772,oscar,,409,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,45.7,1,10,3000,FALSE,0,0,0,0,0,1,1,1,1,1,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Hbimacul,Hbimacul,Cichlida,Hbimacul,Hemichromis,bimaculatus,Hemichro,Hemichromis bimaculatus,169806,jewelfish,,409,FALSE,FALSE,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,TRUE,-1,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,O
Pnattere,Pnattere,Characid,Pnattere,Pygocentrus,nattereri,Pygocent,Pygocentrus nattereri,641816,red piranha,,119,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,33,1,9,30000,,1,1,1,1,0,0,0,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,TRUE,,,,,,TRUE,TRUE,TRUE,FALSE,,,TRUE,,,TRUE,,,,,,,,,,O
Amexican,Amexican,Characid,Amexican,Astyanax,mexicanus,Astyanax,Astyanax mexicanus,162850,Mexican tetra,,119,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,12,1,3.5,18714,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pbrachyp,Pbrachyp,Characid,Pbrachyp,Piaractus,brachypomus,Piaractu,Piaractus brachypomus,163280,pirapitinga,"Cachama, freshwater pompano",119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
Cmacropo,Cmacropo,Characid,Cmacropo,Colossoma,macropomum,Colossom,Colossoma macropomum,639908,Tambaqui,Pacu,119,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,108,,,,,1,1,1,1,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,O
Srhombeu,Srhombeu,Characid,Srhombeu,Serrasalmus,rhombeus,Serrasal,Serrasalmus rhombeus,163268,redeye piranha,,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,FALSE,,,,TRUE,TRUE,TRUE,,,,,,,,O
Mrubripi,Mrubripi,Characid,Mrubripi,Myleus,rubripinnis,Myleus,Myleus rubripinnis,163254,redhook myleus,,119,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,TRUE,FALSE,FALSE,,,,,,,,O
Cargus,Cargus,Channida,Cargus,Channa,argus,Channa,Channa argus,166680,snakehead,northern snakehead,487,FALSE,,,,,,,,,,,,100,3,10,40786,,0,0,0,0,1,1,1,1,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
Cmaruliu,Cmaruliu,Channida,Cmaruliu,Channa,marulius,Channa,Channa marulius,166663,great snakehead,bullseye snakehead,487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,,,,,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,,,,,,,O
Cmicrope,Cmicrope,Channida,Cmicrope,Channa,micropeltes,Channa,Channa micropeltes,642757,giant snakehead,,487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,O
Cmaculat,Cmaculat,Channida,Cmaculat,Channa,maculata,Channa,Channa maculata,166684,blotched snakehead,,487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,-1,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,,O
Lmargina,Lmargina,Centrarc,Lmargina,Lepomis,marginatus,Lepomis,Lepomis marginatus,168152,dollar sunfish,,349,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,2,6,600,TRUE,0,0,0,0,1,1,1,1,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.9,33.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,O
